compound,normalized_compound_name,associated_axis,axis_assignment_score,axis_assignment_margin,axis_counts,supporting_query_sets,support_count,support_count_main_axes,main_supporting_gene_set,main_supporting_gene_set_score,best_adjusted_p,best_combined_score,best_rank,best_term,best_library,indicative_mechanism,indicative_drug_class,mechanism_interpretability_score,translational_caution_category,translational_suitability_score,include_in_main_axis_pool,note,enrichment_support_score,cross_signature_score,axis_relevance_score,axis_assignment_confidence_score,final_score_prebbb,main_table_exclusion_reason,main_table_eligible,weak_fdr_retained_reason,final_priority_tier,BBB_layer,BBB_note,translational_interpretation,tool_compound_like,broad_epigenetic_modulator_like,weak_fdr_manual_review,low_cns_epilepsy_relevance,axis_preference,notes,was_v2_top_priority_clue,weighted_pre_penalty_score_v21,v21_component_enrichment_support_score,v21_component_cross_signature_score,v21_component_axis_relevance_score,v21_component_mechanism_interpretability_score,v21_component_translational_suitability_score,v21_component_axis_assignment_confidence_score,weak_fdr_penalty_value,single_signature_penalty_value,tool_compound_penalty_value,low_cns_epilepsy_relevance_penalty_value,total_penalty_v21,final_score_v21,v21_penalty_reasons,lead_layer_v21,v21_evidence_tier,v21_layer_reason,prebbb_layer_v21,prebbb_evidence_tier_v21,final_score_prebbb_v21,canonical_smiles,swissadme_bbb_prediction,swissadme_gi_absorption,swissadme_pgp_substrate,swissadme_bioavailability_score,swissadme_pains_alerts,swissadme_brenk_alerts,swissadme_leadlikeness_violations,swissadme_synthetic_accessibility,manual_final_bbb_layer,BBB_score,manual_review_note,reviewed_by,reviewed_date,after_bbb_review_status,final_score_after_bbb,after_bbb_final_layer,after_bbb_interpretation_note,after_bbb_rank
GDC-0941,GDC-0941,THRB,0.4881298445420059,0.4881298445420059,THRB:2,THRB_core_program;THRB_regulon_targets,2,2,THRB_core_program,0.1576989929327775,0.1995682971117345,20.580529778539493,34,GDC-0941 CTD 00004868,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0052327220139764,1.0,1.0,0.988129844542006,0.4976202041675533,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,True,True,THRB,工具化合物/高风险或需人工复核类别。 THRB weak-FDR 或弱 FDR 手工复核候选。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.548622125747836,0.0010465444027952,0.18,0.16,0.024,0.065,0.1185755813450407,0.12,0.0,0.2,0.18,0.5,0.0486221257478359,weak_fdr;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.0486221257478359,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0486221257478359,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,101
BARIUM,BARIUM,THRB,0.525665706021557,0.525665706021557,THRB:2,THRB_core_program;THRB_regulon_targets,2,2,THRB_core_program,0.1579740638278921,0.1884018255115205,142.06577419675818,23,BARIUM CTD 00005464,DSigDB,environmental_toxicant,environmental_toxicant,0.65,high_caution_toxic_or_research_chemical,0.05,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.065542399017188,1.0,1.0,1.0,0.5376627197051564,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,True,True,THRB,工具化合物/高风险或需人工复核类别。 THRB weak-FDR 或弱 FDR 手工复核候选。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5381084798034377,0.0131084798034376,0.18,0.16,0.052,0.013,0.12,0.12,0.0,0.2,0.18,0.5,0.0381084798034376,weak_fdr;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.0381084798034376,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0381084798034376,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,102
METHAMPHETAMINE,METHAMPHETAMINE,THRB,0.5530150383882105,0.5530150383882105,THRB:2,THRB_core_program;THRB_regulon_targets,2,2,THRB_core_program,0.1589990391098136,0.1520216827430066,228.8759952267877,1,METHAMPHETAMINE CTD 00006286,DSigDB,未自动识别；需人工核实,unknown,0.3,controlled_or_abuse_liability_caution,0.1,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1097518784424912,1.0,1.0,1.0,0.5089255635327474,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,True,True,THRB,工具化合物/高风险或需人工复核类别。 THRB weak-FDR 或弱 FDR 手工复核候选。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5319503756884982,0.0219503756884982,0.18,0.16,0.024,0.026,0.12,0.12,0.0,0.2,0.18,0.5,0.0319503756884982,weak_fdr;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.0319503756884982,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0319503756884982,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,103
vorinostat,vorinostat,NFE2L2,0.3240302687049899,0.3240302687049899,NFE2L2:1,NFE2L2_core_program,1,1,NFE2L2_core_program,0.1979844979838393,4.342830813124115e-05,53.95635500980094,52,vorinostat MCF7 DOWN,DSigDB,epigenetic/hdac,epigenetic/hdac,1.0,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0758607493769422,0.5,1.0,0.82403026870499,0.5236806463094819,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,True,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 HDAC/表观遗传调节倾向，作为机制线索保守后移。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5090557821199873,0.0151721498753884,0.09,0.16,0.08,0.065,0.0988836322445988,0.0,0.1,0.2,0.18,0.48,0.0290557821199872,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.0290557821199872,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0290557821199872,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,104
Chlorpyrifos oxon,Chlorpyrifos oxon,THRB,0.4943342897719035,0.4943342897719035,THRB:2,THRB_core_program;THRB_regulon_targets,2,2,THRB_core_program,0.1570203180503462,0.2300325364251407,42.15971778727455,45,Chlorpyrifos oxon CTD 00000500,DSigDB,environmental_toxicant,environmental_toxicant,0.65,high_caution_toxic_or_research_chemical,0.05,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0149672996071253,1.0,1.0,0.9943342897719036,0.5220369330638899,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,True,True,THRB,工具化合物/高风险或需人工复核类别。 THRB weak-FDR 或弱 FDR 手工复核候选。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5273135746940535,0.002993459921425,0.18,0.16,0.052,0.013,0.1193201147726284,0.12,0.0,0.2,0.18,0.5,0.0273135746940534,weak_fdr;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.0273135746940534,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0273135746940534,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,105
Diacetylmorphine,Diacetylmorphine,THRB,0.5284636818232609,0.5284636818232609,THRB:2,THRB_core_program;THRB_regulon_targets,2,2,THRB_core_program,0.1579863792952348,0.1879167611881415,151.13839929513645,21,Diacetylmorphine CTD 00005784,DSigDB,未自动识别；需人工核实,unknown,0.3,controlled_or_abuse_liability_caution,0.1,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0700353181963968,1.0,1.0,1.0,0.497010595458919,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,True,True,THRB,工具化合物/高风险或需人工复核类别。 THRB weak-FDR 或弱 FDR 手工复核候选。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5240070636392794,0.0140070636392793,0.18,0.16,0.024,0.026,0.12,0.12,0.0,0.2,0.18,0.5,0.0240070636392794,weak_fdr;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.0240070636392794,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0240070636392794,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,106
DL-Methamphetamine,DL-Methamphetamine,THRB,0.5088377820937173,0.5088377820937173,THRB:2,THRB_core_program;THRB_regulon_targets,2,2,THRB_core_program,0.1576989929327775,0.1995682971117345,87.91601919409594,30,DL-Methamphetamine BOSS,DSigDB,未自动识别；需人工核实,unknown,0.3,controlled_or_abuse_liability_caution,0.1,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0384555239787377,1.0,1.0,1.0,0.4875366571936214,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,True,True,THRB,工具化合物/高风险或需人工复核类别。 THRB weak-FDR 或弱 FDR 手工复核候选。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5176911047957475,0.0076911047957475,0.18,0.16,0.024,0.026,0.12,0.12,0.0,0.2,0.18,0.5,0.0176911047957475,weak_fdr;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.0176911047957475,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0176911047957475,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,107
ketamine,ketamine,THRB,0.5061948592177985,0.5061948592177985,THRB:2,THRB_core_program;THRB_regulon_targets,2,2,THRB_core_program,0.1576989929327775,0.1995682971117345,79.3220921121178,32,ketamine BOSS,DSigDB,未自动识别；需人工核实,unknown,0.3,controlled_or_abuse_liability_caution,0.1,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0342153478097917,1.0,1.0,1.0,0.4862646043429375,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,True,True,THRB,工具化合物/高风险或需人工复核类别。 THRB weak-FDR 或弱 FDR 手工复核候选。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5168430695619584,0.0068430695619583,0.18,0.16,0.024,0.026,0.12,0.12,0.0,0.2,0.18,0.5,0.0168430695619583,weak_fdr;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.0168430695619583,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0168430695619583,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,108
dextroamphetamine,dextroamphetamine,THRB,0.4980027989496751,0.4980027989496751,THRB:2,THRB_core_program;THRB_regulon_targets,2,2,THRB_core_program,0.1573604219257898,0.2142252873387509,53.384759293029546,41,dextroamphetamine BOSS,DSigDB,未自动识别；需人工核实,unknown,0.3,controlled_or_abuse_liability_caution,0.1,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0209628895893328,1.0,1.0,0.9980027989496753,0.4821290907927738,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,True,True,THRB,工具化合物/高风险或需人工复核类别。 THRB weak-FDR 或弱 FDR 手工复核候选。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5139529137918276,0.0041925779178665,0.18,0.16,0.024,0.026,0.119760335873961,0.12,0.0,0.2,0.18,0.5,0.0139529137918276,weak_fdr;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.0139529137918276,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0139529137918276,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,109
MPTP,MPTP,THRB,0.5094256376051407,0.5094256376051407,THRB:2,THRB_core_program;THRB_regulon_targets,2,2,THRB_core_program,0.1576989929327775,0.1995682971117345,89.82753445091376,29,MPTP BOSS,DSigDB,未自动识别；需人工核实,unknown,0.3,high_caution_toxic_or_research_chemical,0.05,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0393986506030644,1.0,1.0,1.0,0.4808195951809193,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,True,True,THRB,工具化合物/高风险或需人工复核类别。 THRB weak-FDR 或弱 FDR 手工复核候选。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5048797301206129,0.0078797301206128,0.18,0.16,0.024,0.013,0.12,0.12,0.0,0.2,0.18,0.5,0.0048797301206129,weak_fdr;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.0048797301206129,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0048797301206129,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,110
doxorubicin,doxorubicin,NFE2L2,0.3544793818296634,0.3544793818296634,NFE2L2:1,NFE2L2_regulon_targets,1,1,NFE2L2_regulon_targets,0.239491603572781,7.318122503696737e-09,67.07849230561108,28,doxorubicin PC3 DOWN,DSigDB,broad_cytotoxic/topoisomerase,broad_cytotoxic/topoisomerase,0.65,oncology_or_broad_cytotoxic_caution,0.15,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1381381108375934,0.5,1.0,0.8544793818296634,0.4817997837976511,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.4711651479870782,0.0276276221675186,0.09,0.16,0.052,0.039,0.1025375258195596,0.0,0.1,0.2,0.18,0.48,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.0,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,111
acetaminophen,acetaminophen,NFE2L2,0.3441573119894651,0.3441573119894651,NFE2L2:1,NFE2L2_regulon_targets,1,1,NFE2L2_regulon_targets,0.2346590067528161,2.0124572281229413e-08,43.51431354285575,31,acetaminophen CTD 00005295,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1200146879591759,0.5,1.0,0.8441573119894652,0.44053699134691,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.464301815030571,0.0240029375918351,0.09,0.16,0.024,0.065,0.1012988774387358,0.0,0.1,0.2,0.18,0.48,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.0,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,112
Bisphenol A,Bisphenol A,NFE2L2,0.3475115812453377,0.3475115812453377,NFE2L2:1,NFE2L2_regulon_targets,1,1,NFE2L2_regulon_targets,0.2333814297684799,2.629480903092372e-08,57.06493162027592,33,Bisphenol A CTD 00000312,DSigDB,environmental_toxicant,environmental_toxicant,0.65,high_caution_toxic_or_research_chemical,0.05,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1249828559258041,0.5,1.0,0.8475115812453378,0.4632957832773683,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.4416979609346014,0.0249965711851608,0.09,0.16,0.052,0.013,0.1017013897494405,0.0,0.1,0.2,0.18,0.48,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.0,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,113
podophyllotoxin,podophyllotoxin,NFE2L2,0.3574899760872975,0.3574899760872975,NFE2L2:1,NFE2L2_regulon_targets,1,1,NFE2L2_regulon_targets,0.230131241101709,5.19208409510357e-08,96.2368780061074,36,podophyllotoxin HL60 UP,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1399403666773599,0.5,1.0,0.8574899760872975,0.4475813080901917,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.4698868704659477,0.0279880733354719,0.09,0.16,0.024,0.065,0.1028987971304757,0.0,0.1,0.2,0.18,0.48,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.0,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,114
4-Hydroxytamoxifen,4-Hydroxytamoxifen,NFE2L2,0.3382537471589457,0.3382537471589457,NFE2L2:1,NFE2L2_regulon_targets,1,1,NFE2L2_regulon_targets,0.2183527186237036,6.111059169735387e-07,58.05959044472868,51,4-Hydroxytamoxifen CTD 00000850,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1052687060595439,0.5,1.0,0.8382537471589457,0.4356409115905788,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.4606441908709823,0.0210537412119087,0.09,0.16,0.024,0.065,0.1005904496590734,0.0,0.1,0.2,0.18,0.48,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.0,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,115
zalcitabine,zalcitabine,NFE2L2,0.3353092573538228,0.3353092573538228,NFE2L2:1,NFE2L2_regulon_targets,1,1,NFE2L2_regulon_targets,0.2167343815228014,8.575077294143032e-07,51.83380631754573,54,zalcitabine PC3 DOWN,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.100021227530363,0.5,1.0,0.8353092573538228,0.4338311088474147,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.4592413563885313,0.0200042455060726,0.09,0.16,0.024,0.065,0.1002371108824587,0.0,0.1,0.2,0.18,0.48,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.0,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,116
